tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1000458,cust_24790,True,2024-02-22T07:00:00,"The password reset email never arrives, checked spam too on my iPad",1000459,
1000459,StreamBoxHelp,False,2024-02-22T08:06:00,"You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",,1000458
1000460,cust_24790,True,2024-02-22T08:10:00,DMed you now.,,1000459
1000461,cust_42077,True,2024-02-22T12:00:00,App crashes whenever a video starts playing on,1000462,
1000462,StreamBoxHelp,False,2024-02-22T15:18:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000461
1000463,cust_42077,True,2024-02-22T15:52:00,Ok will try that.,,1000462
1000465,StreamBoxHelp,False,2024-02-23T00:54:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000464
1000466,cust_87550,True,2024-02-23T04:00:00,"Paid for premium but still seeing ads, what's going on",1000467,
1000467,StreamBoxHelp,False,2024-02-23T05:33:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000466
1000468,cust_64568,True,2024-02-23T08:00:00,It says not available in my country but I'm a paying subscriber,1000469,
1000469,StreamBoxHelp,False,2024-02-23T09:06:00,Content availability varies by region due to licensing. We appreciate the feedback and will share it with the content team.,,1000468
1000470,cust_17552,True,2024-02-23T15:00:00,Audio and video are out of sync for the last 5 days,1000471,
1000471,StreamBoxHelp,False,2024-02-23T16:44:00,"Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",,1000470
1000472,cust_17552,True,2024-02-23T17:27:00,"Thanks, that worked!",,1000471
1000473,cust_22119,True,2024-02-23T20:00:00,"Customer support just helped me out super fast, appreciated",1000474,
1000474,StreamBoxHelp,False,2024-02-23T22:57:00,"That means a lot, thanks for being a subscriber!",,1000473
1000475,cust_22119,True,2024-02-23T23:03:00,Still not working for me.,,1000474
1000476,cust_98008,True,2024-02-24T04:00:00,"I think my account got hacked, can't log in anymore",1000477,
1000477,StreamBoxHelp,False,2024-02-24T05:22:00,We take this seriously. Please DM your account email immediately and avoid using the account until we confirm it's secure.,,1000476
1000478,cust_98008,True,2024-02-24T05:36:00,"Thanks, that worked!",,1000477
1000479,cust_41797,True,2024-02-24T09:00:00,The movie I was watching just disappeared from my list,1000480,
1000480,StreamBoxHelp,False,2024-02-24T11:26:00,Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,,1000479
1000481,cust_50425,True,2024-02-24T14:00:00,"Please cancel my plan, I don't want to be charged again",1000482,
1000482,StreamBoxHelp,False,2024-02-24T14:30:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000481
1000483,cust_36624,True,2024-02-24T20:00:00,It says not available in my country but I'm a paying subscriber,1000484,
1000484,StreamBoxHelp,False,2024-02-24T23:14:00,Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,,1000483
1000485,cust_64732,True,2024-02-25T04:00:00,"Worst service I've ever used, so disappointed",1000486,
1000486,StreamBoxHelp,False,2024-02-25T06:30:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000485
1000487,cust_43728,True,2024-02-25T08:00:00,Quality drops to 240p randomly during playback on on my iPad,1000488,
1000488,StreamBoxHelp,False,2024-02-25T08:48:00,We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,,1000487
1000489,cust_94123,True,2024-02-25T16:00:00,"The password reset email never arrives, checked spam too on the web app",1000490,
1000490,StreamBoxHelp,False,2024-02-25T19:34:00,"You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",,1000489
1000491,cust_18908,True,2024-02-25T19:00:00,Trying to downgrade my plan but the app won't let me,1000492,
1000492,StreamBoxHelp,False,2024-02-25T20:40:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000491
1000493,cust_96413,True,2024-02-26T03:00:00,"Worst service I've ever used, so disappointed",1000494,
1000494,StreamBoxHelp,False,2024-02-26T03:08:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000493
1000495,cust_96413,True,2024-02-26T03:00:00,"Worst service I've ever used, so disappointed",1000494,
1000497,StreamBoxHelp,False,2024-02-26T08:32:00,We're sorry to hear that. Please DM your account email and order ID so our billing team can review your refund eligibility.,,1000496
1000498,cust_79003,True,2024-02-26T16:00:00,"Payment keeps failing even though my card is fine, tried 4 times",1000499,
1000499,StreamBoxHelp,False,2024-02-26T17:40:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000498
1000500,cust_49318,True,2024-02-26T19:00:00,"Paid for premium but still seeing ads, what's going on",1000501,
1000501,StreamBoxHelp,False,2024-02-26T20:41:00,We can look into that -- please DM your account email and the last 4 digits of the card used so we can check the transaction.,,1000500
1000502,cust_49318,True,2024-02-26T20:43:00,Still not working for me.,,1000501
1000503,cust_94529,True,2024-02-27T03:00:00,"Can't log in at all today, just spinning forever on the web app",1000504,
1000504,StreamBoxHelp,False,2024-02-27T04:03:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000503
1000505,cust_45532,True,2024-02-27T09:00:00,"Just wanted to say the new app update is great, thanks!",1000506,
1000506,StreamBoxHelp,False,2024-02-27T09:50:00,"Thank you so much for the kind words, we really appreciate it!",,1000505
1000507,cust_28899,True,2024-02-27T16:00:00,"Been waiting 2 days for a reply, unbelievable",1000508,
1000508,StreamBoxHelp,False,2024-02-27T18:30:00,We're sorry for the delay and frustration -- DM us your account email so we can prioritize this.,,1000507
1000509,cust_60311,True,2024-02-27T20:00:00,"Customer support just helped me out super fast, appreciated",1000510,
1000510,StreamBoxHelp,False,2024-02-27T20:18:00,"That means a lot, thanks for being a subscriber!",,1000509
1000511,cust_60311,True,2024-02-27T20:24:00,Ok will try that.,,1000510
1000513,StreamBoxHelp,False,2024-02-28T06:10:00,That's not expected -- could you tell us your device model and app version so we can dig into this?,,1000512
1000514,cust_99088,True,2024-02-28T07:00:00,Trying to downgrade my plan but the app won't let me,1000515,
1000515,StreamBoxHelp,False,2024-02-28T10:29:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000514
1000516,cust_99088,True,2024-02-28T10:48:00,Still not working for me.,,1000515
1000517,cust_61068,True,2024-02-28T13:00:00,"Please cancel my plan, I don't want to be charged again",1000518,
1000518,StreamBoxHelp,False,2024-02-28T14:58:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000517
1000519,cust_66489,True,2024-02-28T19:00:00,"Login screen just loops back to itself, tried several times on the web app",1000520,
1000520,StreamBoxHelp,False,2024-02-28T19:11:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000519
1000521,cust_60493,True,2024-02-29T02:00:00,The app crashes every time I try to open it on my on Android,1000522,
1000522,StreamBoxHelp,False,2024-02-29T05:10:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000521
1000523,cust_78302,True,2024-02-29T10:00:00,"Your customer support never responds, this is ridiculous",1000524,
1000524,StreamBoxHelp,False,2024-02-29T11:22:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000523
1000525,cust_78302,True,2024-02-29T11:34:00,DMed you now.,,1000524
1000526,cust_73469,True,2024-02-29T14:00:00,My card was charged but my subscription still shows as inactive 4 hours later,1000527,
1000527,StreamBoxHelp,False,2024-02-29T16:37:00,We can look into that -- please DM your account email and the last 4 digits of the card used so we can check the transaction.,,1000526
1000528,cust_61864,True,2024-02-29T18:00:00,"Can't log in at all today, just spinning forever on the web app",1000529,
1000529,StreamBoxHelp,False,2024-02-29T19:57:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000528
1000530,cust_27842,True,2024-03-01T04:00:00,"Please add profiles for kids, would make this so much better",1000531,
1000531,StreamBoxHelp,False,2024-03-01T06:07:00,Thanks for the suggestion! We'll pass this along to our product team.,,1000530
1000532,cust_92955,True,2024-03-01T08:00:00,"Worst service I've ever used, so disappointed",1000533,
1000533,StreamBoxHelp,False,2024-03-01T11:34:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000532
1000534,cust_87624,True,2024-03-01T13:00:00,"Been waiting several days for a reply, unbelievable",,
1000535,cust_67469,True,2024-03-01T19:00:00,Quality drops to 240p randomly during playback on on my iPad,1000536,
1000536,StreamBoxHelp,False,2024-03-01T21:57:00,We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,,1000535
1000537,cust_65460,True,2024-03-02T01:00:00,"Payment keeps failing even though my card is fine, tried 5 times",1000538,
1000538,StreamBoxHelp,False,2024-03-02T03:34:00,We can look into that -- please DM your account email and the last 4 digits of the card used so we can check the transaction.,,1000537
1000539,cust_81256,True,2024-03-02T09:00:00,"Just wanted to say the new app update is great, thanks!",1000540,
1000540,StreamBoxHelp,False,2024-03-02T09:32:00,"Thank you so much for the kind words, we really appreciate it!",,1000539
1000541,cust_15806,True,2024-03-02T16:00:00,"Charged the annual price when I signed up for monthly, 5 dollars extra",1000542,
1000542,StreamBoxHelp,False,2024-03-02T19:28:00,"Apologies for the confusion, could you send your order ID via DM so we can look into the duplicate charge?",,1000541
1000543,cust_15806,True,2024-03-02T19:46:00,Still not working for me.,,1000542
1000544,cust_83137,True,2024-03-02T22:00:00,"This is unacceptable, I'm requesting a full refund for several months",1000545,
1000545,StreamBoxHelp,False,2024-03-02T23:45:00,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",,1000544
1000546,cust_55215,True,2024-03-03T01:00:00,"Video keeps buffering even on good wifi, so annoying",1000547,
1000547,StreamBoxHelp,False,2024-03-03T01:34:00,"Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",,1000546
1000548,cust_69681,True,2024-03-03T08:00:00,"I was billed twice for the same month, please fix this",1000549,
1000549,StreamBoxHelp,False,2024-03-03T09:57:00,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,,1000548
1000550,cust_25084,True,2024-03-03T12:00:00,I keep getting logged out of the app every time I open it on Android,1000551,
1000551,StreamBoxHelp,False,2024-03-03T15:14:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000550
1000552,cust_25084,True,2024-03-03T15:26:00,Ok will try that.,,1000551
1000553,cust_40389,True,2024-03-03T21:00:00,"It freezes on the loading screen, had to force close 3 times",1000554,
1000554,StreamBoxHelp,False,2024-03-03T22:46:00,That's not expected -- could you tell us your device model and app version so we can dig into this?,,1000553
1000555,cust_66302,True,2024-03-04T04:00:00,"How do I change my password on the app, can't find the option",1000556,
1000556,StreamBoxHelp,False,2024-03-04T06:32:00,"You can request a new reset link from the login screen -- it can take up to 10 minutes to arrive. If it still doesn't show up, DM us the email on file.",,1000555
1000557,cust_35830,True,2024-03-04T08:00:00,"How do I change my password on the app, can't find the option",1000558,
1000559,cust_86939,True,2024-03-04T15:00:00,"How do I cancel my subscription, can't find the button anywhere",1000560,
1000560,StreamBoxHelp,False,2024-03-04T18:33:00,You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,,1000559
1000561,cust_21108,True,2024-03-04T22:00:00,"Customer support just helped me out super fast, appreciated",1000562,
1000562,StreamBoxHelp,False,2024-03-04T22:34:00,"That means a lot, thanks for being a subscriber!",,1000561
1000563,cust_88174,True,2024-03-05T03:00:00,"I want a refund for this month, the service didn't work at all",1000564,
1000564,StreamBoxHelp,False,2024-03-05T05:47:00,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",,1000563
1000565,cust_82733,True,2024-03-05T07:00:00,"Your customer support never responds, this is ridiculous",1000566,
1000566,StreamBoxHelp,False,2024-03-05T10:40:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000565
1000567,cust_82733,True,2024-03-05T11:04:00,"Thanks, that worked!",,1000566
1000568,cust_60324,True,2024-03-05T13:00:00,"This is unacceptable, I'm requesting a full refund for 5 months",1000569,
1000569,StreamBoxHelp,False,2024-03-05T14:51:00,"Understood, we'll need to verify your account first -- DM us your email and we'll get this looked at.",,1000568
1000570,cust_14044,True,2024-03-05T22:00:00,"The password reset email never arrives, checked spam too on Android",1000571,
1000571,StreamBoxHelp,False,2024-03-05T22:48:00,"Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",,1000570
1000572,cust_82053,True,2024-03-06T03:00:00,The movie I was watching just disappeared from my list,1000573,
1000573,StreamBoxHelp,False,2024-03-06T05:23:00,Content availability varies by region due to licensing. We appreciate the feedback and will share it with the content team.,,1000572
1000574,cust_82053,True,2024-03-06T06:11:00,DMed you now.,,1000573
1000575,cust_23423,True,2024-03-06T09:00:00,App crashes whenever a video starts playing on on my iPad,1000576,
1000576,StreamBoxHelp,False,2024-03-06T11:00:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000575
1000577,cust_41056,True,2024-03-06T12:00:00,"Your app won't let me sign in, keeps saying invalid credentials on my iPad",1000578,
1000578,StreamBoxHelp,False,2024-03-06T12:47:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000577
1000579,cust_84720,True,2024-03-06T18:00:00,"My email was changed without my permission, please help",1000580,
1000580,StreamBoxHelp,False,2024-03-06T19:27:00,This needs immediate attention -- please DM us right away so our security team can lock down your account.,,1000579
1000581,cust_99037,True,2024-03-07T04:00:00,The app crashes every time I try to open it on my on my iPhone,1000582,
1000582,StreamBoxHelp,False,2024-03-07T07:46:00,That's not expected -- could you tell us your device model and app version so we can dig into this?,,1000581
1000583,cust_52217,True,2024-03-07T07:00:00,"Your app won't let me sign in, keeps saying invalid credentials on my iPad",1000584,
1000584,StreamBoxHelp,False,2024-03-07T09:45:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000583
1000585,cust_62802,True,2024-03-07T12:00:00,Audio and video are out of sync for the last 4 days,1000586,
1000586,StreamBoxHelp,False,2024-03-07T14:01:00,We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,,1000585
1000587,cust_70089,True,2024-03-07T18:00:00,"Can't log in at all today, just spinning forever",1000588,
1000588,StreamBoxHelp,False,2024-03-07T21:36:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000587
1000589,cust_81737,True,2024-03-08T02:00:00,"I think my account got hacked, can't log in anymore",1000590,
1000590,StreamBoxHelp,False,2024-03-08T05:53:00,We take this seriously. Please DM your account email immediately and avoid using the account until we confirm it's secure.,,1000589
1000591,cust_81737,True,2024-03-08T06:01:00,DMed you now.,,1000590
1000592,cust_67840,True,2024-03-08T07:00:00,"Login screen just loops back to itself, tried 5 times",1000593,
1000593,StreamBoxHelp,False,2024-03-08T10:50:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000592
1000594,cust_67840,True,2024-03-08T11:48:00,Ok will try that.,,1000593
1000596,StreamBoxHelp,False,2024-03-08T17:10:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000595
1000597,cust_42819,True,2024-03-08T17:53:00,"Thanks, that worked!",,1000596
1000598,cust_37973,True,2024-03-08T18:00:00,Quality drops to 240p randomly during playback on,1000599,
1000599,StreamBoxHelp,False,2024-03-08T18:07:00,We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,,1000598
1000600,cust_37973,True,2024-03-08T18:00:00,Quality drops to 240p randomly during playback on,1000599,
1000601,cust_27324,True,2024-03-09T03:00:00,"Login screen just loops back to itself, tried 3 times",1000602,
1000603,cust_94092,True,2024-03-09T07:00:00,"Your app won't let me sign in, keeps saying invalid credentials",1000604,
1000604,StreamBoxHelp,False,2024-03-09T08:57:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000603
1000605,cust_94092,True,2024-03-09T09:46:00,Still not working for me.,,1000604
1000606,cust_99989,True,2024-03-09T16:00:00,"Loving the new recommendations feature, keep it up",1000607,
1000607,StreamBoxHelp,False,2024-03-09T19:17:00,"Thank you so much for the kind words, we really appreciate it!",,1000606
1000608,cust_51222,True,2024-03-09T21:00:00,"I was billed twice for the same month, please fix this",1000609,
1000609,StreamBoxHelp,False,2024-03-09T23:26:00,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,,1000608
1000610,cust_96298,True,2024-03-10T00:00:00,"Payment keeps failing even though my card is fine, tried several times",1000611,
1000611,StreamBoxHelp,False,2024-03-10T03:16:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000610
1000612,cust_74865,True,2024-03-10T07:00:00,It says not available in my country but I'm a paying subscriber,1000613,
1000613,StreamBoxHelp,False,2024-03-10T09:20:00,Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,,1000612
1000614,cust_74865,True,2024-03-10T09:45:00,Ok will try that.,,1000613
1000615,cust_65163,True,2024-03-10T16:00:00,"Can't log in at all today, just spinning forever on the web app",1000616,
1000616,StreamBoxHelp,False,2024-03-10T16:09:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000615
1000617,cust_65163,True,2024-03-10T16:24:00,"Thanks, that worked!",,1000616
1000618,cust_76402,True,2024-03-10T21:00:00,"Loving the new recommendations feature, keep it up",1000619,
1000619,StreamBoxHelp,False,2024-03-11T00:04:00,"That means a lot, thanks for being a subscriber!",,1000618
1000620,cust_46368,True,2024-03-11T01:00:00,"I want a refund for this month, the service didn't work at all",1000621,
1000621,StreamBoxHelp,False,2024-03-11T04:31:00,We're sorry to hear that. Please DM your account email and order ID so our billing team can review your refund eligibility.,,1000620
1000622,cust_50654,True,2024-03-11T06:00:00,App crashes whenever a video starts playing on on my smart TV,1000623,
1000623,StreamBoxHelp,False,2024-03-11T07:56:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000622
1000624,cust_25655,True,2024-03-11T13:00:00,I keep getting logged out of the app every time I open it on my iPad,1000625,
1000625,StreamBoxHelp,False,2024-03-11T15:12:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000624
1000626,cust_31884,True,2024-03-11T20:00:00,It says not available in my country but I'm a paying subscriber,1000627,
1000627,StreamBoxHelp,False,2024-03-11T23:22:00,Licensing agreements sometimes change and titles can be removed on short notice -- sorry for the inconvenience! We'll pass this along.,,1000626
1000628,cust_18371,True,2024-03-12T04:00:00,"Please cancel my plan, I don't want to be charged again",1000629,
1000629,StreamBoxHelp,False,2024-03-12T06:01:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000628
1000630,cust_18371,True,2024-03-12T06:57:00,Still not working for me.,,1000629
1000631,cust_23487,True,2024-03-12T08:00:00,"Charged the annual price when I signed up for monthly, 2 dollars extra",1000632,
1000632,StreamBoxHelp,False,2024-03-12T08:16:00,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,,1000631
1000633,cust_23487,True,2024-03-12T08:20:00,DMed you now.,,1000632
1000634,cust_33456,True,2024-03-12T13:00:00,"I was billed twice for the same month, please fix this",1000635,
1000635,StreamBoxHelp,False,2024-03-12T14:51:00,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,,1000634
1000636,cust_58864,True,2024-03-12T22:00:00,"Someone is using my account, I see devices I don't recognize logged in",1000637,
1000637,StreamBoxHelp,False,2024-03-12T23:47:00,This needs immediate attention -- please DM us right away so our security team can lock down your account.,,1000636
1000638,cust_52899,True,2024-03-13T02:00:00,My card was charged but my subscription still shows as inactive 5 hours later,,
1000639,cust_49834,True,2024-03-13T10:00:00,"Paid for premium but still seeing ads, what's going on",1000640,
1000640,StreamBoxHelp,False,2024-03-13T13:22:00,We can look into that -- please DM your account email and the last 4 digits of the card used so we can check the transaction.,,1000639
1000641,cust_29735,True,2024-03-13T13:00:00,The app crashes every time I try to open it on my on my smart TV,1000642,
1000642,StreamBoxHelp,False,2024-03-13T15:47:00,That's not expected -- could you tell us your device model and app version so we can dig into this?,,1000641
1000643,cust_96154,True,2024-03-13T18:00:00,"Worst service I've ever used, so disappointed",1000644,
1000644,StreamBoxHelp,False,2024-03-13T19:52:00,We're sorry for the delay and frustration -- DM us your account email so we can prioritize this.,,1000643
1000645,cust_96154,True,2024-03-13T20:03:00,Ok will try that.,,1000644
1000646,cust_78125,True,2024-03-14T01:00:00,"Login screen just loops back to itself, tried 4 times on my iPad",1000647,
1000647,StreamBoxHelp,False,2024-03-14T03:33:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000646
1000648,cust_78125,True,2024-03-14T04:27:00,DMed you now.,,1000647
1000649,cust_18163,True,2024-03-14T10:00:00,"Login screen just loops back to itself, tried 3 times on my iPad",1000650,
1000650,StreamBoxHelp,False,2024-03-14T13:42:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000649
1000651,cust_51688,True,2024-03-14T14:00:00,Quality drops to 240p randomly during playback on on Android,1000652,
1000652,StreamBoxHelp,False,2024-03-14T14:39:00,"Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",,1000651
1000653,cust_68925,True,2024-03-14T19:00:00,"How do I change my password on the app, can't find the option on Android",1000654,
1000654,StreamBoxHelp,False,2024-03-14T22:22:00,"Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",,1000653
1000655,cust_21851,True,2024-03-15T00:00:00,My card was charged but my subscription still shows as inactive 4 hours later,1000656,
1000656,StreamBoxHelp,False,2024-03-15T01:00:00,"Sorry for the trouble! Payments can take up to 30 minutes to reflect. If it's still inactive after that, DM us your order number.",,1000655
1000657,cust_56627,True,2024-03-15T07:00:00,"Login screen just loops back to itself, tried 2 times on the web app",1000658,
1000658,StreamBoxHelp,False,2024-03-15T10:34:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000657
1000659,cust_56627,True,2024-03-15T11:01:00,DMed you now.,,1000658
1000660,cust_42748,True,2024-03-15T16:00:00,The app crashes every time I try to open it on my on my smart TV,1000661,
1000661,StreamBoxHelp,False,2024-03-15T16:36:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000660
1000662,cust_42748,True,2024-03-15T16:00:00,The app crashes every time I try to open it on my on my smart TV,1000661,
1000663,cust_35969,True,2024-03-15T19:00:00,"Worst service I've ever used, so disappointed",1000664,
1000664,StreamBoxHelp,False,2024-03-15T22:59:00,That's not the experience we want for you. Please DM us details so we can make it right.,,1000663
1000665,cust_35969,True,2024-03-15T23:05:00,Still not working for me.,,1000664
1000666,cust_26880,True,2024-03-16T03:00:00,"Just wanted to say the new app update is great, thanks!",1000667,
1000667,StreamBoxHelp,False,2024-03-16T03:17:00,"That means a lot, thanks for being a subscriber!",,1000666
1000668,cust_75028,True,2024-03-16T09:00:00,"Someone is using my account, I see devices I don't recognize logged in",1000669,
1000669,StreamBoxHelp,False,2024-03-16T12:57:00,This needs immediate attention -- please DM us right away so our security team can lock down your account.,,1000668
1000670,cust_90492,True,2024-03-16T12:00:00,"Customer support just helped me out super fast, appreciated",1000671,
1000671,StreamBoxHelp,False,2024-03-16T13:50:00,"That means a lot, thanks for being a subscriber!",,1000670
1000672,cust_27987,True,2024-03-16T21:00:00,"Login screen just loops back to itself, tried several times on my iPhone",1000673,
1000673,StreamBoxHelp,False,2024-03-16T22:42:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000672
1000674,cust_55093,True,2024-03-17T03:00:00,App crashes whenever a video starts playing on on the web app,1000675,
1000675,StreamBoxHelp,False,2024-03-17T03:11:00,Sorry about that! Please make sure the app is updated to the latest version and try reinstalling. Let us know if the crash continues.,,1000674
1000676,cust_55093,True,2024-03-17T04:10:00,Ok will try that.,,1000675
1000677,cust_79393,True,2024-03-17T09:00:00,"Can't log in at all today, just spinning forever on the web app",1000678,
1000678,StreamBoxHelp,False,2024-03-17T10:08:00,Sorry about that! Please try updating to the latest app version and logging in again. If it persists DM us your email so we can check your account.,,1000677
1000679,cust_38758,True,2024-03-17T12:00:00,"I think my account got hacked, can't log in anymore",1000680,
1000680,StreamBoxHelp,False,2024-03-17T12:50:00,This needs immediate attention -- please DM us right away so our security team can lock down your account.,,1000679
1000681,cust_87537,True,2024-03-17T20:00:00,"Video keeps buffering even on good wifi, so annoying",1000682,
1000682,StreamBoxHelp,False,2024-03-17T22:29:00,"Sorry for the disruption! Try lowering the streaming quality in Settings, or restart your router. Let us know if it continues.",,1000681
1000683,cust_81057,True,2024-03-18T03:00:00,"My email was changed without my permission, please help",,
1000684,cust_38679,True,2024-03-18T10:00:00,I keep getting logged out of the app every time I open it on the web app,,
1000685,cust_27103,True,2024-03-18T13:00:00,"Loving the new recommendations feature, keep it up",1000686,
1000686,StreamBoxHelp,False,2024-03-18T13:20:00,"That means a lot, thanks for being a subscriber!",,1000685
1000687,cust_78982,True,2024-03-18T18:00:00,"Loving the new recommendations feature, keep it up",1000688,
1000688,StreamBoxHelp,False,2024-03-18T20:35:00,"That means a lot, thanks for being a subscriber!",,1000687
1000689,cust_67261,True,2024-03-19T01:00:00,"Login screen just loops back to itself, tried 4 times on my iPad",1000690,
1000690,StreamBoxHelp,False,2024-03-19T02:02:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000689
1000691,cust_26691,True,2024-03-19T08:00:00,"How do I cancel my subscription, can't find the button anywhere",1000692,
1000692,StreamBoxHelp,False,2024-03-19T11:42:00,Sorry to see you go! Go to Settings > Subscription to cancel or downgrade. DM us if the option isn't showing.,,1000691
1000693,cust_51709,True,2024-03-19T16:00:00,"Your app won't let me sign in, keeps saying invalid credentials on my iPad",1000694,
1000694,StreamBoxHelp,False,2024-03-19T16:41:00,That sounds frustrating. Could you try clearing the app cache and logging in again? Let us know if it keeps happening.,,1000693
1000695,cust_51709,True,2024-03-19T17:05:00,Ok will try that.,,1000694
1000696,cust_97821,True,2024-03-19T18:00:00,Reset link says expired every single time on my iPad,1000697,
1000697,StreamBoxHelp,False,2024-03-19T18:58:00,"Please try the 'Forgot password' link again; if it keeps expiring, send us a DM with your account email and we'll help directly.",,1000696
1000698,cust_97821,True,2024-03-19T19:16:00,"Thanks, that worked!",,1000697
1000699,cust_60585,True,2024-03-20T00:00:00,Quality drops to 240p randomly during playback on on my iPad,1000700,
1000700,StreamBoxHelp,False,2024-03-20T02:11:00,We'd suggest checking your connection speed and restarting the app. DM us if the buffering persists after that.,,1000699
1000701,cust_85766,True,2024-03-20T09:00:00,Trying to downgrade my plan but the app won't let me,1000702,
1000702,StreamBoxHelp,False,2024-03-20T12:29:00,You can cancel anytime from Account > Subscription > Cancel Plan. Let us know if you run into any issues!,,1000701
1000703,cust_19725,True,2024-03-20T12:00:00,"You charged me after I cancelled last week, this isn't right",1000704,
1000704,StreamBoxHelp,False,2024-03-20T14:25:00,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,,1000703
1000705,cust_73273,True,2024-03-20T22:00:00,"Charged the annual price when I signed up for monthly, 5 dollars extra",1000706,
1000706,StreamBoxHelp,False,2024-03-21T00:40:00,That shouldn't happen -- please DM your account email and the charge date so our billing team can review and correct it.,,1000705
1000707,cust_73273,True,2024-03-21T00:48:00,Ok will try that.,,1000706
